Record_ID,MunicipalityName,PRNAME,PRUID,CSDNAME,CSDUID,ERNAME,ERUID,CMANAME,CMAUID,FacilityType,MainCommodities,Additonal Information,Longitude,Latitude,Comments,Sourceofdataentry
1000001,Argentia,Newfoundland and Labrador / Terre-Neuve-et-Labrador,10,Placentia,1001240,Avalon Peninsula,1010,,,Commercial/Leisure,"Bulk cargo, oil ",https://portofargentia.ca/port-of-argentia/about/,-53.98577262,47.29679066,,Internal Transport Canada Research
1000002,Arnold's Cove,Newfoundland and Labrador / Terre-Neuve-et-Labrador,10,Arnold's Cove,1001270,Avalon Peninsula,1010,,,Leisure,N/A,https://shipnext.com/port/arnold-s-cove-caarc-can,-53.98959319,47.75792622,,Internal Transport Canada Research
1000003,Baie Verte,Newfoundland and Labrador / Terre-Neuve-et-Labrador,10,Baie Verte,1008079,Notre Dame--Central Bonavista Bay,1040,,,Commercial/Leisure,N/A,http://www.townofbaieverte.ca/about_us.php,-56.17840061,49.94299862,,Internal Transport Canada Research
1000004,Bay Bulls,Newfoundland and Labrador / Terre-Neuve-et-Labrador,10,"Division No.  1, Subd. D",1001565,Avalon Peninsula,1010,,,Commercial/Leisure,"Oil, fish","https://shipnext.com/port/bay-bulls-cabbu-can
http://pennecon.com/capabilities/marine/",-52.81085876,47.31520789,,Internal Transport Canada Research
1000005,Bay Roberts,Newfoundland and Labrador / Terre-Neuve-et-Labrador,10,Bay Roberts,1001409,Avalon Peninsula,1010,Bay Roberts,005,Commercial/Leisure,N/A,https://www.bayroberts.com/?page_id=878,-53.2675031,47.58869916,,Internal Transport Canada Research
1000006,Black Tickle,Newfoundland and Labrador / Terre-Neuve-et-Labrador,10,"Division No. 10, Subd. B",1010008,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1030,,,Commercial/Leisure,N/A,https://labradorferry.ca/,-55.76519997,53.45588917,,Internal Transport Canada Research
1000007,Blanc-Sablon,Quebec / Québec,24,Blanc-Sablon,2498005,Côte-Nord,2480,,,Commercial/Leisure,"Petroleum products, general cargo","https://shipnext.com/port/blanc-sablon-caybx-can
http://www.hsmaritime.com/ports/blanc-sablon/",-57.15158762,51.42037359,,Internal Transport Canada Research
1000008,Bonavista,Newfoundland and Labrador / Terre-Neuve-et-Labrador,10,"Division No.  7, Subd. G",1007024,Notre Dame--Central Bonavista Bay,1040,,,,,,-53.11453424,48.64941894,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1000009,Botwood,Newfoundland and Labrador / Terre-Neuve-et-Labrador,10,Botwood,1006022,Notre Dame--Central Bonavista Bay,1040,,,Commercial/Leisure,"Pulp/paper products, fish, wood products, petroleum, fuel, 
caustic soda, sulphur",http://www.hsmaritime.com/ports/botwood/,-55.3414966,49.15255778,,Internal Transport Canada Research
1000010,Burgeo,Newfoundland and Labrador / Terre-Neuve-et-Labrador,10,Burgeo,1003028,South Coast--Burin Peninsula / Côte-sud--Burin Peninsula,1020,,,Commercial/Leisure,Fish,https://shipnext.com/port/burgeo-cabuo-can,-57.62127018,47.61705558,,Internal Transport Canada Research
1000011,Carbonear,Newfoundland and Labrador / Terre-Neuve-et-Labrador,10,Carbonear,1001370,Avalon Peninsula,1010,,,Commercial/Leisure,N/A,https://shipnext.com/port/carbonear-cacrb-can,-53.22373895,47.7376948,,Internal Transport Canada Research
1000012,Carmanville,Newfoundland and Labrador / Terre-Neuve-et-Labrador,10,"Division No.  8, Subd. L",1008008,Notre Dame--Central Bonavista Bay,1040,,,Commercial,"Fish, pulpwood",http://www.townofcarmanville.ca/index.php?option=com_content&view=article&id=9&Itemid=38,-54.28457653,49.4045332,,Internal Transport Canada Research
1000013,Cartwright,Newfoundland and Labrador / Terre-Neuve-et-Labrador,10,"Division No. 10, Subd. B",1010008,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1030,,,Commercial/Leisure,N/A,https://labradorferry.ca/,-57.0243969,53.70353285,,Internal Transport Canada Research
1000014,Catalina,Newfoundland and Labrador / Terre-Neuve-et-Labrador,10,Trinity Bay North,1007022,Notre Dame--Central Bonavista Bay,1040,,,Commercial,"Fish, oil, general cargo",https://shipnext.com/port/catalina-cacat-can,-53.07628776,48.51486744,,Internal Transport Canada Research
1000015,Charlottetown,Newfoundland and Labrador / Terre-Neuve-et-Labrador,10,"Division No.  7, Subd. E",1007031,Notre Dame--Central Bonavista Bay,1040,,,,,,-54.00047222,48.43513889,,Appendix B of 1995 National Marine Policy Report
1000016,Charlottetown (Labrador),Newfoundland and Labrador / Terre-Neuve-et-Labrador,10,Charlottetown (Labrador),1010013,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1030,,,,,,-56.11620343,52.77401666,Remote Port as per Appendix C of 1995 National Marine Policy Report,Appendix C of 1995 National Marine Policy Report
1000017,Clarenville,Newfoundland and Labrador / Terre-Neuve-et-Labrador,10,Clarenville,1007013,Notre Dame--Central Bonavista Bay,1040,,,Commercial/Leisure,"Hardwood, timber","https://shipnext.com/port/clarenville-cacle-can
https://clarenville.ca/discover-clarenville/location/",-53.9601996,48.16992029,,Internal Transport Canada Research
1000018,Come-By-Chance,Newfoundland and Labrador / Terre-Neuve-et-Labrador,10,Come By Chance,1001274,Avalon Peninsula,1010,,,Commercial,Petroleum ,"https://shipnext.com/port/come-by-chance-cacbc-can
http://www.canadianmaritime.nf.ca/",-54.00418533,47.80230682,,Internal Transport Canada Research
1000019,Corner Brook ,Newfoundland and Labrador / Terre-Neuve-et-Labrador,10,Corner Brook,1005018,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1030,Corner Brook,015,Commercial/Leisure,"Paper, scrap metals, reefer cargo (fresh produce, fish, meat, 
pharmaceuticals) ",https://www.cornerbrookport.com/cargo/,-57.94125283,48.95995261,,Internal Transport Canada Research
1000020,Davis Inlet,Newfoundland and Labrador / Terre-Neuve-et-Labrador,10,"Division No. 10, Subd. E",1010042,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1030,,,,,,-60.85121473,55.86084857,,Appendix C of 1995 National Marine Policy Report
1000021,English Harbour West,Newfoundland and Labrador / Terre-Neuve-et-Labrador,10,"Division No.  2, Subd. I",1002026,South Coast--Burin Peninsula / Côte-sud--Burin Peninsula,1020,,,,,,-55.15155556,47.46066667,,Appendix B of 1995 National Marine Policy Report
1000022,Fogo (Seal Cove),Newfoundland and Labrador / Terre-Neuve-et-Labrador,10,Fogo Island,1008099,Notre Dame--Central Bonavista Bay,1040,,,,,,-54.2753397,49.71679698,,Appendix B of 1995 National Marine Policy Report
1000023,Fortune,Newfoundland and Labrador / Terre-Neuve-et-Labrador,10,"Division No.  8, Subd. E",1008046,Notre Dame--Central Bonavista Bay,1040,,,Commercial/Leisure,Fish,"https://shipnext.com/port/fortune-cafor-can
https://www.townoffortune.ca/",-55.23798481,49.51094541,,Internal Transport Canada Research
1000024,François,Newfoundland and Labrador / Terre-Neuve-et-Labrador,10,"Division No.  3, Subd. E",1003021,South Coast--Burin Peninsula / Côte-sud--Burin Peninsula,1020,,,,,,-56.74496427,47.57793502,Remote Port as per Appendix C of 1995 National Marine Policy Report,Appendix C of 1995 National Marine Policy Report
1000025,Francois ,Newfoundland and Labrador / Terre-Neuve-et-Labrador,10,"Division No.  3, Subd. C",1003009,South Coast--Burin Peninsula / Côte-sud--Burin Peninsula,1020,,,,,,-56.06930556,47.57836111,,Appendix C of 1995 National Marine Policy Report
1000026,Gaultois,Newfoundland and Labrador / Terre-Neuve-et-Labrador,10,Gaultois,1003012,South Coast--Burin Peninsula / Côte-sud--Burin Peninsula,1020,,,Commercial/Leisure,N/A,https://www.gov.nl.ca/tw/ferryservices/schedules/n-mcallum/,-55.90259845,47.6064734,,Internal Transport Canada Research
1000027,Grand Bank,Newfoundland and Labrador / Terre-Neuve-et-Labrador,10,Grand Bank,1002019,South Coast--Burin Peninsula / Côte-sud--Burin Peninsula,1020,,,Commercial/Leisure,Fish,https://shipnext.com/port/grand-bank-cagrb-can,-55.75014651,47.10007421,,Internal Transport Canada Research
1000028,Grand Bruit,Newfoundland and Labrador / Terre-Neuve-et-Labrador,10,"Division No.  3, Subd. I",1003038,South Coast--Burin Peninsula / Côte-sud--Burin Peninsula,1020,,,,,,-58.22479259,47.67192567,,Appendix C of 1995 National Marine Policy Report
1000029,Grey River,Newfoundland and Labrador / Terre-Neuve-et-Labrador,10,"Division No.  3, Subd. F",1003024,South Coast--Burin Peninsula / Côte-sud--Burin Peninsula,1020,,,,,,-57.10177778,47.58586111,,Appendix C of 1995 National Marine Policy Report
1000030,Happy Valley-Goosebay,Newfoundland and Labrador / Terre-Neuve-et-Labrador,10,Happy Valley-Goose Bay,1010025,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1030,,,Commercial/Leisure,N/A,https://labradorferry.ca/,-60.45303195,53.27783752,Name Change to Happy Valley-Goose Bay,Internal Transport Canada Research
1000031,Harbour Breton ,Newfoundland and Labrador / Terre-Neuve-et-Labrador,10,"Division No.  2, Subd. I",1002026,South Coast--Burin Peninsula / Côte-sud--Burin Peninsula,1020,,,,,,-55.13575,47.47891667,,Appendix B of 1995 National Marine Policy Report
1000032,Harbour Deep,Newfoundland and Labrador / Terre-Neuve-et-Labrador,10,"Division No.  8, Subd. A",1008074,Notre Dame--Central Bonavista Bay,1040,,,,,,-56.00236111,50.37988889,,Appendix C of 1995 National Marine Policy Report
1000033,Harbour Grace,Newfoundland and Labrador / Terre-Neuve-et-Labrador,10,Harbour Grace,1001379,Avalon Peninsula,1010,,,Leisure,"Fish, bulk dry cargo","https://www.hrgrace.ca/site/parks-recreation/admirals-marina/
https://shipnext.com/port/harbour-grace-cahre-can",-53.21778359,47.69133857,,Internal Transport Canada Research
1000034,Hermitage,Newfoundland and Labrador / Terre-Neuve-et-Labrador,10,"Division No.  2, Subd. I",1002026,South Coast--Burin Peninsula / Côte-sud--Burin Peninsula,1020,,,,,,-55.08577778,47.55641667,,Appendix B of 1995 National Marine Policy Report
1000035,Holyrood,Newfoundland and Labrador / Terre-Neuve-et-Labrador,10,"Division No.  1, Subd. O",1001452,Avalon Peninsula,1010,,,Commercial,Oil,https://shipnext.com/port/holyrood-cahod-can,-53.12525134,47.39651154,,Internal Transport Canada Research
1000036,Hopedale,Newfoundland and Labrador / Terre-Neuve-et-Labrador,10,Hopedale,1011030,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1030,,,Commercial/Leisure,N/A,https://labradorferry.ca/,-60.21559911,55.45847083,,Internal Transport Canada Research
1000037,La Poile,Newfoundland and Labrador / Terre-Neuve-et-Labrador,10,"Division No.  3, Subd. I",1003038,South Coast--Burin Peninsula / Côte-sud--Burin Peninsula,1020,,,,,,-58.051,47.68208333,,Appendix C of 1995 National Marine Policy Report
1000038,Lewisporte,Newfoundland and Labrador / Terre-Neuve-et-Labrador,10,Lewisporte,1008044,Notre Dame--Central Bonavista Bay,1040,,,Commercial/Leisure,Oil,http://www.lewisportecanada.com/,-55.05255242,49.2469125,,Internal Transport Canada Research
1000039,Long Harbour,Newfoundland and Labrador / Terre-Neuve-et-Labrador,10,Long Harbour-Mount Arlington Heights,1001263,Avalon Peninsula,1010,,,Commercial/Leisure,N/A,https://shipnext.com/port/long-harbour-caloh-can,-53.82109076,47.42337179,,Internal Transport Canada Research
1000040,Long Pond,Newfoundland and Labrador / Terre-Neuve-et-Labrador,10,Conception Bay South,1001485,Avalon Peninsula,1010,St. John's,001,Commercial/Leisure,"Petroleum, grain, cement",https://shipnext.com/port/long-pond-calop-can,-52.97777411,47.51645464,,Internal Transport Canada Research
1000041,Makkovik,Newfoundland and Labrador / Terre-Neuve-et-Labrador,10,Makkovik,1011020,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1030,,,Commercial/Leisure,N/A,https://labradorferry.ca/,-59.17070942,55.08433997,,Internal Transport Canada Research
1000042,Mary's Harbour,Newfoundland and Labrador / Terre-Neuve-et-Labrador,10,Mary's Harbour,1010011,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1030,,,,,,-55.8299987,52.31145121,Remote Port as per Appendix C of 1995 National Marine Policy Report,Appendix C of 1995 National Marine Policy Report
1000043,Marystown,Newfoundland and Labrador / Terre-Neuve-et-Labrador,10,Marystown,1002024,South Coast--Burin Peninsula / Côte-sud--Burin Peninsula,1020,,,Commercial,N/A,"https://www.marinetraffic.com/en/ais/details/ports/22254
https://shipnext.com/port/marystown-camtn-can",-55.14869159,47.16466595,,Internal Transport Canada Research
1000044,McCallum,Newfoundland and Labrador / Terre-Neuve-et-Labrador,10,"Division No.  3, Subd. D",1003014,South Coast--Burin Peninsula / Côte-sud--Burin Peninsula,1020,,,,,,-56.22811292,47.6305116,Remote Port as per Appendix C of 1995 National Marine Policy Report,Appendix C of 1995 National Marine Policy Report
1000045,Milltown,Newfoundland and Labrador / Terre-Neuve-et-Labrador,10,"Division No.  3, Subd. A",1003001,South Coast--Burin Peninsula / Côte-sud--Burin Peninsula,1020,,,,,,-55.10158333,47.9035,,Appendix B of 1995 National Marine Policy Report
1000046,Nain,Newfoundland and Labrador / Terre-Neuve-et-Labrador,10,Nain,1011035,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1030,,,Commercial/Leisure,N/A,https://labradorferry.ca/,-61.68769349,56.54388459,,Internal Transport Canada Research
1000047,Natuashish,Newfoundland and Labrador / Terre-Neuve-et-Labrador,10,"Division No. 10, Subd. E",1010042,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1030,,,Commercial/Leisure,N/A,"https://www150.statcan.gc.ca/n1/pub/54-205-x/2010000/t229-eng.htm
https://labradorferry.ca/services/",-61.09213524,55.9438888,,Internal Transport Canada Research
1000048,Petite Forte,Newfoundland and Labrador / Terre-Neuve-et-Labrador,10,"Division No.  1, Subd. B",1001234,Avalon Peninsula,1010,,,,,,-54.00013889,47.39458333,,Appendix B of 1995 National Marine Policy Report
1000049,Port aux Basques,Newfoundland and Labrador / Terre-Neuve-et-Labrador,10,Channel-Port aux Basques,1003034,South Coast--Burin Peninsula / Côte-sud--Burin Peninsula,1020,,,Commercial/Leisure,Oil,"https://shipnext.com/port/port-aux-basques-capbq-can
https://www.portauxbasques.ca/business_centre/infrastructure.php",-59.13810556,47.58160442,,Internal Transport Canada Research
1000050,Port Hope Simpson,Newfoundland and Labrador / Terre-Neuve-et-Labrador,10,Port Hope Simpson,1010009,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1030,,,,,,-56.2796059,52.53738522,Remote Port as per Appendix C of 1995 National Marine Policy Report,Appendix C of 1995 National Marine Policy Report
1000051,Port Hope Simpson ,Newfoundland and Labrador / Terre-Neuve-et-Labrador,10,"Division No. 10, Subd. B",1010008,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1030,,,,,,-56.1175,52.54555556,,Appendix C of 1995 National Marine Policy Report
1000052,Postville,Newfoundland and Labrador / Terre-Neuve-et-Labrador,10,Postville,1011015,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1030,,,Commercial/Leisure,N/A,https://labradorferry.ca/,-59.76774693,54.90768103,,Internal Transport Canada Research
1000053,Ramea,Newfoundland and Labrador / Terre-Neuve-et-Labrador,10,"Division No.  3, Subd. F",1003024,South Coast--Burin Peninsula / Côte-sud--Burin Peninsula,1020,,,,,,-57.05063889,47.52183333,,Appendix C of 1995 National Marine Policy Report
1000054,Recontre East ,Newfoundland and Labrador / Terre-Neuve-et-Labrador,10,"Division No.  2, Subd. J",1002029,South Coast--Burin Peninsula / Côte-sud--Burin Peninsula,1020,,,,,,-55.03419444,47.63619444,,Appendix C of 1995 National Marine Policy Report
1000055,Red Bay,Newfoundland and Labrador / Terre-Neuve-et-Labrador,10,"Division No. 10, Subd. A",1010001,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1030,,,,,,-56.08472222,51.72955556,,Appendix B of 1995 National Marine Policy Report
1000056,Rencontre East,Newfoundland and Labrador / Terre-Neuve-et-Labrador,10,Rencontre East,1003002,South Coast--Burin Peninsula / Côte-sud--Burin Peninsula,1020,,,,,,-55.2117532,47.63608901,Remote Port as per Appendix C of 1995 National Marine Policy Report,Appendix C of 1995 National Marine Policy Report
1000057,Rigolet,Newfoundland and Labrador / Terre-Neuve-et-Labrador,10,Rigolet,1011010,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1030,,,Commercial/Leisure,N/A,https://labradorferry.ca/,-58.42672534,54.18067549,,Internal Transport Canada Research
1000058,Roddickton,Newfoundland and Labrador / Terre-Neuve-et-Labrador,10,Roddickton-Bide Arm,1009007,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1030,,,,,,-56.11794444,50.86322222,,Appendix B of 1995 National Marine Policy Report
1000059,Springdale,Newfoundland and Labrador / Terre-Neuve-et-Labrador,10,"Division No.  8, Subd. C",1008058,Notre Dame--Central Bonavista Bay,1040,,,Commercial/Leisure,Oil,https://shipnext.com/port/springdale-caspd-can,-56.06532344,49.50003522,,Internal Transport Canada Research
1000060,St Alban's,Newfoundland and Labrador / Terre-Neuve-et-Labrador,10,"Division No.  3, Subd. A",1003001,South Coast--Burin Peninsula / Côte-sud--Burin Peninsula,1020,,,,,"According to US Customs and Border Protection, this is a port of entry to Canada located in Vermont. ",-55.00247222,47.86805556,,Appendix B of 1995 National Marine Policy Report
1000061,St Anthony,Newfoundland and Labrador / Terre-Neuve-et-Labrador,10,"Division No.  9, Subd. D",1009031,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1030,,,Commercial/Leisure,"Fish, salt, petroleum products, general cargo",https://shipnext.com/port/st-anthony-casat-can,-55.57840117,51.36197027,,Internal Transport Canada Research
1000062,St Barbe,Newfoundland and Labrador / Terre-Neuve-et-Labrador,10,"Division No.  9, Subd. F",1009001,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1030,,,,,,-56.10083333,51.20416667,,Appendix B of 1995 National Marine Policy Report
1000063,St Lawrence,Newfoundland and Labrador / Terre-Neuve-et-Labrador,10,"Division No.  2, Subd. E",1002001,South Coast--Burin Peninsula / Côte-sud--Burin Peninsula,1020,,,,,,-55.051,46.91647222,,Appendix B of 1995 National Marine Policy Report
1000064,St. Lewis (Fox Harbour),Newfoundland and Labrador / Terre-Neuve-et-Labrador,10,St. Lewis,1010010,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1030,,,,,,-55.68581449,52.36991049,,Appendix C of 1995 National Marine Policy Report
1000065,Stephenville,Newfoundland and Labrador / Terre-Neuve-et-Labrador,10,Stephenville,1004019,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1030,,,Commercial,"Pulpwood, fish","https://shipnext.com/port/stephenville-castv-can
http://portofstephenville.ca/index.html",-58.52624321,48.52979772,,Internal Transport Canada Research
1000066,Terrenceville,Newfoundland and Labrador / Terre-Neuve-et-Labrador,10,"Division No.  2, Subd. L",1002044,South Coast--Burin Peninsula / Côte-sud--Burin Peninsula,1020,,,,,,-54.05044444,47.66455556,,Appendix B of 1995 National Marine Policy Report
1000067,Twillingate,Newfoundland and Labrador / Terre-Neuve-et-Labrador,10,Twillingate,1008035,Notre Dame--Central Bonavista Bay,1040,,,Commercial/Leisure,"Lumber, fish","https://shipnext.com/port/twillingate-catwi-can
https://townoftwillingate.ca/living-here",-54.7651857,49.65034509,,Internal Transport Canada Research
1000068,"Whiffen Head (Newfoundland
Transshipment Limited)",Newfoundland and Labrador / Terre-Neuve-et-Labrador,10,St. John's,1001519,Avalon Peninsula,1010,St. John's,001,Commercial,Oil,http://ntl.net/,-52.71010344,47.55836974,,Internal Transport Canada Research
1100001,Bay Fortune,Prince Edward Island / Île-du-Prince-Édouard,11,Lot 43,1101031,Prince Edward Island / Île-du-Prince-Édouard,1110,,,,,,-62.35061958,46.32833616,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1100002,Belle River,Prince Edward Island / Île-du-Prince-Édouard,11,Lot 62,1102001,Prince Edward Island / Île-du-Prince-Édouard,1110,,,,,,-62.84602062,45.97358074,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1100003,Brudenell,Prince Edward Island / Île-du-Prince-Édouard,11,Lot 53,1101019,Prince Edward Island / Île-du-Prince-Édouard,1110,,,,,,-62.58754187,46.19855674,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1100004,Cardigan,Prince Edward Island / Île-du-Prince-Édouard,11,Cardigan,1101021,Prince Edward Island / Île-du-Prince-Édouard,1110,,,,,,-62.61740806,46.23158553,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1100005,Covehead,Prince Edward Island / Île-du-Prince-Édouard,11,Lot 34,1102052,Prince Edward Island / Île-du-Prince-Édouard,1110,Charlottetown,105,,,,-63.11766763,46.41458634,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1100006,Crapond,Prince Edward Island / Île-du-Prince-Édouard,11,Victoria,1102032,Prince Edward Island / Île-du-Prince-Édouard,1110,,,,,,-63.48939254,46.21321784,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1100007,Miminegash,Prince Edward Island / Île-du-Prince-Édouard,11,Miminegash,1103062,Prince Edward Island / Île-du-Prince-Édouard,1110,,,,,,-64.2300586,46.87895089,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1100008,Murray Habour,Prince Edward Island / Île-du-Prince-Édouard,11,Lot 64,1101001,Prince Edward Island / Île-du-Prince-Édouard,1110,,,,,,-62.48684128,46.01654299,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1100009,Murray River,Prince Edward Island / Île-du-Prince-Édouard,11,Murray River,1101004,Prince Edward Island / Île-du-Prince-Édouard,1110,,,,,,-62.6095021,46.01360047,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1100010,New London,Prince Edward Island / Île-du-Prince-Édouard,11,Lot 21,1102039,Prince Edward Island / Île-du-Prince-Édouard,1110,,,,,,-63.51412787,46.46964009,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1100011,Pinette,Prince Edward Island / Île-du-Prince-Édouard,11,Lot 58,1102006,Prince Edward Island / Île-du-Prince-Édouard,1110,,,,,,-62.91133149,46.05386953,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1100012,Port Hill,Prince Edward Island / Île-du-Prince-Édouard,11,Lot 12,1103034,Prince Edward Island / Île-du-Prince-Édouard,1110,,,,,,-63.85723684,46.59952467,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1100013,Pownal,Prince Edward Island / Île-du-Prince-Édouard,11,Lot 49,1102012,Prince Edward Island / Île-du-Prince-Édouard,1110,Charlottetown,105,,,,-63.02472867,46.19149005,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1100014,Rollo Bay,Prince Edward Island / Île-du-Prince-Édouard,11,Lot 45,1101034,Prince Edward Island / Île-du-Prince-Édouard,1110,,,,,,-62.24965898,46.34817619,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1100015,Rustico,Prince Edward Island / Île-du-Prince-Édouard,11,North Rustico,1102046,Prince Edward Island / Île-du-Prince-Édouard,1110,,,,,,-63.30807235,46.45674494,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1100016,St. Peters Bay,Prince Edward Island / Île-du-Prince-Édouard,11,Lot 40,1101046,Prince Edward Island / Île-du-Prince-Édouard,1110,,,,,,-62.71203393,46.43230844,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1100017,Tignish,Prince Edward Island / Île-du-Prince-Édouard,11,Lot  1,1103058,Prince Edward Island / Île-du-Prince-Édouard,1110,,,,,,-63.99243301,46.95065244,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1100018,Tracadie,Prince Edward Island / Île-du-Prince-Édouard,11,Lot 35,1102054,Prince Edward Island / Île-du-Prince-Édouard,1110,Charlottetown,105,,,,-63.02950171,46.40300609,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1100019,Tryon,Prince Edward Island / Île-du-Prince-Édouard,11,Victoria,1102032,Prince Edward Island / Île-du-Prince-Édouard,1110,,,,,,-63.48947037,46.21335535,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1100020,Vernon River,Prince Edward Island / Île-du-Prince-Édouard,11,Lot 50,1102009,Prince Edward Island / Île-du-Prince-Édouard,1110,,,,,,-62.88085543,46.17455501,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1100021,Wood Islands,Prince Edward Island / Île-du-Prince-Édouard,11,Lot 62,1102001,Prince Edward Island / Île-du-Prince-Édouard,1110,,,,,,-62.74941411,45.95333787,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1100022,Charlottetown,Prince Edward Island / Île-du-Prince-Édouard,11,Charlottetown,1102075,Prince Edward Island / Île-du-Prince-Édouard,1110,Charlottetown,105,Commercial/Leisure,"Aggregates, petroleum",http://portcharlottetown.com/port-info/,-63.11975,46.23116667,,Internal Transport Canada Research
1100023,Georgetown,Prince Edward Island / Île-du-Prince-Édouard,11,"Kings, Royalty",1101022,Prince Edward Island / Île-du-Prince-Édouard,1110,,,Commercial,"Agricultural products, pulpwood, bulk cargo",https://shipnext.com/port/georgetown-caggw-can,-62.53558333,46.17666667,,Internal Transport Canada Research
1100024,Montague,Prince Edward Island / Île-du-Prince-Édouard,11,Montague,1101018,Prince Edward Island / Île-du-Prince-Édouard,1110,,,Commercial/Leisure,N/A,https://shipnext.com/port/montague-camgu-can,-62.64530556,46.16522222,,Internal Transport Canada Research
1100025,Shediac,New Brunswick / Nouveau-Brunswick,13,Shediac,1307016,Moncton--Richibucto,1320,,,Leisure,N/A,"https://shipnext.com/port/shediac-cashe-can
http://sbyc.ca/marina.html",-64.54421948,46.23212954,,Internal Transport Canada Research
1100026,Souris,Prince Edward Island / Île-du-Prince-Édouard,11,Lot 45,1101034,Prince Edward Island / Île-du-Prince-Édouard,1110,,,Commercial/Leisure,"Forest products, potatoes, fish","https://www.shai.ca/
https://shipnext.com/port/souris-casou-can",-62.25033333,46.34852778,,Internal Transport Canada Research
