Record_ID,MunicipalityName,PRNAME,PRUID,CSDNAME,CSDUID,ERNAME,ERUID,CMANAME,CMAUID,FacilityType,MainCommodities,Additonal Information,Longitude,Latitude,Comments,Sourceofdataentry
4700003,Southend Reindeer,Saskatchewan,47,"Division No. 18, Unorganized",4718090,Northern / Nord,4760,,,,,,-103.2838333,56.33794444,,Appendix B of 1995 National Marine Policy Report
4700004,Stony Rapids,Saskatchewan,47,"Division No. 18, Unorganized",4718090,Northern / Nord,4760,,,,,,-105.8348611,59.25908333,,Appendix B of 1995 National Marine Policy Report
4800001,Fitzgerald,Alberta,48,Thebathi 196,4816860,Wood Buffalo--Cold Lake,4880,,,,,,-111.6005556,59.85827778,,Appendix B of 1995 National Marine Policy Report
4800002,Fort Chupewyan,Alberta,48,Wood Buffalo,4816037,Wood Buffalo--Cold Lake,4880,Wood Buffalo,860,,,,-111.1598611,58.70958333,,Appendix B of 1995 National Marine Policy Report
4800003,Fort MacKay,Alberta,48,Wood Buffalo,4816037,Wood Buffalo--Cold Lake,4880,Wood Buffalo,860,,,,-111.6085833,57.20541667,,Appendix B of 1995 National Marine Policy Report
5900001,Adams Lake,British Columbia / Colombie-Britannique,59,Chase,5933054,Thompson--Okanagan,5930,Kamloops,925,,,,-119.6880907,50.9632521,,Appendix B of 1995 National Marine Policy Report
5900002,Ahousat ,British Columbia / Colombie-Britannique,59,Alberni-Clayoquot C,5923049,Vancouver Island and Coast / Île de Vancouver et la côte,5910,,,,,,-126.0596944,49.27902778,,Appendix B of 1995 National Marine Policy Report
5900003,Alert Bay,British Columbia / Colombie-Britannique,59,Mount Waddington A,5943037,Vancouver Island and Coast / Île de Vancouver et la côte,5910,,,Leisure,N/A,"https://vancouverislandnorth.ca/communities/alert-bay/
http://www.alertbay.ca/about-alert-bay",-126.931323,50.5880858,,Internal Transport Canada Research
5900004,Alice Arm,British Columbia / Colombie-Britannique,59,Kitimat-Stikine A,5949039,North Coast / Côte-nord,5960,,,,,,-129.4849722,55.48047222,,Appendix B of 1995 National Marine Policy Report
5900005,Alliford Bay,British Columbia / Colombie-Britannique,59,Skeena-Queen Charlotte E,5947032,North Coast / Côte-nord,5960,,,,,,-131.9873889,53.20780556,,Appendix B of 1995 National Marine Policy Report
5900006,Bamfield,British Columbia / Colombie-Britannique,59,Alberni-Clayoquot A,5923047,Vancouver Island and Coast / Île de Vancouver et la côte,5910,,,,,,-125.1399722,48.82911111,,Appendix C of 1995 National Marine Policy Report
5900007,Bella Bella,British Columbia / Colombie-Britannique,59,Central Coast A,5945006,Vancouver Island and Coast / Île de Vancouver et la côte,5910,,,,,,-128.1411613,52.16318632,Remote Port as per Appendix C of 1995 National Marine Policy Report,Appendix C of 1995 National Marine Policy Report
5900008,Bella Bella ,British Columbia / Colombie-Britannique,59,Central Coast A,5945006,Vancouver Island and Coast / Île de Vancouver et la côte,5910,,,,,,-128.1410833,52.16297222,,Appendix C of 1995 National Marine Policy Report
5900009,Bella Coola ,British Columbia / Colombie-Britannique,59,Central Coast E,5945014,Vancouver Island and Coast / Île de Vancouver et la côte,5910,,,Commercial/Leisure,"Logs, petroleum products","https://bellacoola.ca/portfolio/bella-coola-harbour-authority/
https://shipnext.com/port/bella-coola-cablc-can
",-126.7936769,52.37450604,,Internal Transport Canada Research
5900010,Big Bay,British Columbia / Colombie-Britannique,59,Strathcona C,5924054,Vancouver Island and Coast / Île de Vancouver et la côte,5910,,,,,,-125.1478889,50.39961111,,Appendix C of 1995 National Marine Policy Report
5900011,Billings Bay,British Columbia / Colombie-Britannique,59,Sunshine Coast A,5929018,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5920,,,,,,-124.1869167,49.70063889,,Appendix B of 1995 National Marine Policy Report
5900012,Blubber Bay,British Columbia / Colombie-Britannique,59,Powell River D,5927018,Vancouver Island and Coast / Île de Vancouver et la côte,5910,,,Commercial/Leisure,"Dolomite, steel, limestone","https://es.panjiva.com/ports/Blubber-Bay-Bc/12214
https://powellriverconnect.com/directory/business/quarries/blubber-bay-quarry/",-124.6205312,49.7950307,,Internal Transport Canada Research
5900013,Brentwood Bay,British Columbia / Colombie-Britannique,59,Central Saanich,5917015,Vancouver Island and Coast / Île de Vancouver et la côte,5910,Victoria,935,,,,-123.4643056,48.57213889,,Appendix B of 1995 National Marine Policy Report
5900014,Bull Harbour ,British Columbia / Colombie-Britannique,59,Mount Waddington B,5943027,Vancouver Island and Coast / Île de Vancouver et la côte,5910,,,,,,-127.9356389,50.91480556,,Appendix B of 1995 National Marine Policy Report
5900015,Cadboro Bay,British Columbia / Colombie-Britannique,59,Oak Bay,5917030,Vancouver Island and Coast / Île de Vancouver et la côte,5910,Victoria,935,,,,-123.2942222,48.45163889,,Appendix B of 1995 National Marine Policy Report
5900016,Campbell River,British Columbia / Colombie-Britannique,59,Strathcona A,5924048,Vancouver Island and Coast / Île de Vancouver et la côte,5910,,,Commercial/Leisure,"Pulp/paper products, coal, timber, lumber, fish, breakbulk","https://shipnext.com/port/campbell-river-cacam-can
https://www.findaport.com/port-of-campbell-river",-125.3829162,50.11909157,,Internal Transport Canada Research
5900017,Chemainus,British Columbia / Colombie-Britannique,59,North Cowichan,5919008,Vancouver Island and Coast / Île de Vancouver et la côte,5910,Duncan,937,Commercial/Leisure,"Forestry products, fuel oils, general cargo",https://shipnext.com/port/chemainus-cachm-can,-123.7146075,48.92564493,,Internal Transport Canada Research
5900018,Comox,British Columbia / Colombie-Britannique,59,Comox,5926005,Vancouver Island and Coast / Île de Vancouver et la côte,5910,Courtenay,943,Commercial/Leisure,Fish,http://comoxharbour.com/,-124.9275496,49.66981663,,Internal Transport Canada Research
5900019,Cornox,British Columbia / Colombie-Britannique,59,Comox,5926005,Vancouver Island and Coast / Île de Vancouver et la côte,5910,Courtenay,943,,,,-124.9297849,49.67068218,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
5900020,Cowichan Bay,British Columbia / Colombie-Britannique,59,Cowichan Valley D,5919013,Vancouver Island and Coast / Île de Vancouver et la côte,5910,Duncan,937,Commercial,Lumber,https://www.ssamarine.com/locations/cowichan-bay-terminal/,-123.6182723,48.74145263,,Internal Transport Canada Research
5900021,Crofton,British Columbia / Colombie-Britannique,59,North Cowichan,5919008,Vancouver Island and Coast / Île de Vancouver et la côte,5910,Duncan,937,Commercial/Leisure,"Forest products, general cargo","https://shipnext.com/port/crofton-cacro-can
https://www.northcowichan.ca/EN/main/community/amenities/harbours.html",-123.6404074,48.86566509,,Internal Transport Canada Research
5900022,Departure Bay,British Columbia / Colombie-Britannique,59,Nanaimo,5921007,Vancouver Island and Coast / Île de Vancouver et la côte,5910,Nanaimo,938,,,,-123.9546251,49.19363629,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
5900023,Duncan Bay,British Columbia / Colombie-Britannique,59,Campbell River,5924034,Vancouver Island and Coast / Île de Vancouver et la côte,5910,Campbell River,944,Commercial,"Pulp, newsprint, oil ",https://shipnext.com/port/duncan-bay-cadcn-can,-125.2880976,50.0752703,,Internal Transport Canada Research
5900024,Eastbourne,British Columbia / Colombie-Britannique,59,Sunshine Coast F,5929028,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5920,,,,,,-123.4333333,49.3955,,Appendix B of 1995 National Marine Policy Report
5900025,Esperanza,British Columbia / Colombie-Britannique,59,Strathcona A,5924048,Vancouver Island and Coast / Île de Vancouver et la côte,5910,,,,,,-126.7448611,49.87202778,,Appendix B of 1995 National Marine Policy Report
5900026,Esquimalt ,British Columbia / Colombie-Britannique,59,Esquimalt,5917040,Vancouver Island and Coast / Île de Vancouver et la côte,5910,Victoria,935,Commercial/Leisure,N/A,"Primarily a naval base, Esquimalt Graving Dock, operated by Public Works and Government Services Canada, 
services Canadian naval vessels, BC Ferries, as well as commercial and cargo ships.
https://www.crd.bc.ca/education/our-environment/harbours/esquimalt-harbour/esquimalt-harbour-today
https://navy-marine.forces.gc.ca/en/about/structure-marpac-poesb-practices-procedures.page",-123.4242375,48.43388972,,Internal Transport Canada Research
5900027,Evans Bay,British Columbia / Colombie-Britannique,59,Strathcona C,5924054,Vancouver Island and Coast / Île de Vancouver et la côte,5910,,,,,,-125.0871082,50.18395957,,Appendix C of 1995 National Marine Policy Report
5900028,Fair Harbour,British Columbia / Colombie-Britannique,59,Strathcona A,5924048,Vancouver Island and Coast / Île de Vancouver et la côte,5910,,,,,,-127.1174722,50.06097222,,Appendix C of 1995 National Marine Policy Report
5900029,Fairview Harbour,British Columbia / Colombie-Britannique,59,Prince Rupert,5947012,North Coast / Côte-nord,5960,Prince Rupert,955,Leisure,N/A,https://www.peharbourauthority.com/,-130.3582013,54.28565246,,Internal Transport Canada Research
5900030,False Bay,British Columbia / Colombie-Britannique,59,Powell River E,5927020,Vancouver Island and Coast / Île de Vancouver et la côte,5910,,,,,,-124.3517222,49.49152778,,Appendix C of 1995 National Marine Policy Report
5900031,Fernwood Point,British Columbia / Colombie-Britannique,59,Oak Bay,5917030,Vancouver Island and Coast / Île de Vancouver et la côte,5910,Victoria,935,,,,-123.3011944,48.42516667,,Appendix B of 1995 National Marine Policy Report
5900032,Fort St. James,British Columbia / Colombie-Britannique,59,Fort St. James,5951013,Nechako,5970,,,,,,-124.2580589,54.44071688,,Appendix B of 1995 National Marine Policy Report
5900033,Friendly Cove ,British Columbia / Colombie-Britannique,59,Strathcona A,5924048,Vancouver Island and Coast / Île de Vancouver et la côte,5910,,,,,,-126.6163889,49.59338889,,Appendix B of 1995 National Marine Policy Report
5900034,Fulford Harbour,British Columbia / Colombie-Britannique,59,Saltspring Island,5917027,Vancouver Island and Coast / Île de Vancouver et la côte,5910,,,Leisure,N/A,https://saltspringharbours.com/fulford-harbour/,-123.4509189,48.76926406,,Internal Transport Canada Research
5900035,Fulford Harbour ,British Columbia / Colombie-Britannique,59,Saltspring Island,5917027,Vancouver Island and Coast / Île de Vancouver et la côte,5910,,,,,,-123.45075,48.76891667,,Appendix B of 1995 National Marine Policy Report
5900036,Gambier Island,British Columbia / Colombie-Britannique,59,Sunshine Coast F,5929028,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5920,,,,,,-123.4436667,49.4345,,Appendix B of 1995 National Marine Policy Report
5900037,Ganges Harbour,British Columbia / Colombie-Britannique,59,Saltspring Island,5917027,Vancouver Island and Coast / Île de Vancouver et la côte,5910,,,Commercial/Leisure,N/A,https://saltspringharbours.com/ganges-harbour/,-123.4965987,48.85575724,,Internal Transport Canada Research
5900038,Gibsons Landing,British Columbia / Colombie-Britannique,59,Gibsons,5929005,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5920,,,Commercial/Leisure,Fish,http://www.gibsonsha.org/aboutus.html,-123.5070827,49.39812846,,Internal Transport Canada Research
5900039,"Gold River 
(West Coast Marine Terminals) ",British Columbia / Colombie-Britannique,59,Gold River,5924025,Vancouver Island and Coast / Île de Vancouver et la côte,5910,,,Commercial,Wood pulp,"http://westcoastmarineterminals.com/
https://shipnext.com/port/gold-river-cagor-can",-126.119772,49.67907823,,Internal Transport Canada Research
5900040,Grief Point ,British Columbia / Colombie-Britannique,59,Powell River,5927008,Vancouver Island and Coast / Île de Vancouver et la côte,5910,Powell River,945,,,,-124.5194444,49.80061111,,Appendix B of 1995 National Marine Policy Report
5900041,Halfmoon Bay ,British Columbia / Colombie-Britannique,59,Sunshine Coast B,5929022,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5920,,,,,,-123.9083889,49.50772222,,Appendix B of 1995 National Marine Policy Report
5900042,Halkett Bay ,British Columbia / Colombie-Britannique,59,Sunshine Coast F,5929028,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5920,,,,,,-123.3259444,49.45461111,,Appendix B of 1995 National Marine Policy Report
5900043,Harrison Hot Springs ,British Columbia / Colombie-Britannique,59,Harrison Hot Springs,5909027,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5920,Chilliwack,930,,,,-121.77425,49.30711111,,Appendix B of 1995 National Marine Policy Report
5900044,Hartley Bay,British Columbia / Colombie-Britannique,59,Skeena-Queen Charlotte C,5947021,North Coast / Côte-nord,5960,,,,,,-129.2506667,53.42422222,,Appendix C of 1995 National Marine Policy Report
5900045,Hopkins Landing ,British Columbia / Colombie-Britannique,59,Sunshine Coast F,5929028,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5920,,,,,,-123.4781667,49.42811111,,Appendix B of 1995 National Marine Policy Report
5900046,Horseshoe Bay  ,British Columbia / Colombie-Britannique,59,West Vancouver,5915055,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5920,Vancouver,933,,,,-123.2720833,49.37572222,,Appendix B of 1995 National Marine Policy Report
5900047,Hot Springs Cove,British Columbia / Colombie-Britannique,59,Alberni-Clayoquot C,5923049,Vancouver Island and Coast / Île de Vancouver et la côte,5910,,,,,,-126.2720487,49.37044929,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
5900048,Jeune Landing,British Columbia / Colombie-Britannique,59,Port Alice,5943017,Vancouver Island and Coast / Île de Vancouver et la côte,5910,,,,,,-127.4984722,50.44066667,,Appendix C of 1995 National Marine Policy Report
5900049,Keats Island ,British Columbia / Colombie-Britannique,59,Sunshine Coast F,5929028,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5920,,,,,,-123.4331944,49.3955,,Appendix B of 1995 National Marine Policy Report
5900050,Kelsey Bay,British Columbia / Colombie-Britannique,59,Sayward,5924039,Vancouver Island and Coast / Île de Vancouver et la côte,5910,,,Commercial,Fuel,https://shipnext.com/port/kelsey-bay-can,-125.9600775,50.39637356,,Internal Transport Canada Research
5900051,Kincolith,British Columbia / Colombie-Britannique,59,Kitimat-Stikine A,5949039,North Coast / Côte-nord,5960,,,,,,-129.9774722,54.99772222,,Appendix C of 1995 National Marine Policy Report
5900052,Kingcome Inlet,British Columbia / Colombie-Britannique,59,Mount Waddington A,5943037,Vancouver Island and Coast / Île de Vancouver et la côte,5910,,,,,,-126.2193593,50.92887159,,Appendix C of 1995 National Marine Policy Report
5900053,Kitimat,British Columbia / Colombie-Britannique,59,Kitimat,5949005,North Coast / Côte-nord,5960,,,Commercial/Leisure,"Aluminium, paper, petrochemicals","https://shipnext.com/port/kitimat-caktm-can
https://www.riotinto.com/en/operations/canada/bc-works",-128.6868143,53.99637184,,Internal Transport Canada Research
5900054,Klemtu,British Columbia / Colombie-Britannique,59,Kitasoo 1,5949802,North Coast / Côte-nord,5960,,,,,,-128.5219444,52.59244444,,Appendix C of 1995 National Marine Policy Report
5900055,Kultus Cove,British Columbia / Colombie-Britannique,59,Mount Waddington B,5943027,Vancouver Island and Coast / Île de Vancouver et la côte,5910,,,Commercial,"Forest products, bulk cargo",https://www.tidaltransport.ca/groupofcompanies/port-captain-supercargo-services/,-127.6844541,50.49076604,,Internal Transport Canada Research
5900056,Kuper Island ,British Columbia / Colombie-Britannique,59,Cowichan Valley G,5919015,Vancouver Island and Coast / Île de Vancouver et la côte,5910,,,,,,-123.6611389,48.971,,Appendix B of 1995 National Marine Policy Report
5900057,Kyuquot,British Columbia / Colombie-Britannique,59,Strathcona A,5924048,Vancouver Island and Coast / Île de Vancouver et la côte,5910,,,,,,-127.377,50.02894444,,Appendix C of 1995 National Marine Policy Report
5900058,Ladysmith ,British Columbia / Colombie-Britannique,59,Ladysmith,5919021,Vancouver Island and Coast / Île de Vancouver et la côte,5910,,,,,,-123.8243333,49.00558333,,Appendix B of 1995 National Marine Policy Report
5900059,Lund,British Columbia / Colombie-Britannique,59,Powell River A,5927010,Vancouver Island and Coast / Île de Vancouver et la côte,5910,,,,,,-124.7658056,49.97986111,,Appendix B of 1995 National Marine Policy Report
5900060,Maple Bay,British Columbia / Colombie-Britannique,59,North Cowichan,5919008,Vancouver Island and Coast / Île de Vancouver et la côte,5910,Duncan,937,Leisure,N/A,"https://www.northcowichan.ca/EN/main/community/amenities/harbours.html
http://www.maplebaymarina.com/",-123.6028148,48.79516163,,Internal Transport Canada Research
5900061,Masset ,British Columbia / Colombie-Britannique,59,Masset,5947023,North Coast / Côte-nord,5960,,,,,,-132.1512222,54.0085,,Appendix B of 1995 National Marine Policy Report
5900062,Middle Point,British Columbia / Colombie-Britannique,59,Campbell River,5924034,Vancouver Island and Coast / Île de Vancouver et la côte,5910,Campbell River,944,Commercial,"Coal, machinery",https://shipnext.com/port/middle-point-can,-125.3132772,50.09171178,,Internal Transport Canada Research
5900063,Miners Bay ,British Columbia / Colombie-Britannique,59,Southern Gulf Islands,5917029,Vancouver Island and Coast / Île de Vancouver et la côte,5910,,,,,,-123.3021667,48.85197222,,Appendix B of 1995 National Marine Policy Report
5900064,Montague Harbour,British Columbia / Colombie-Britannique,59,Southern Gulf Islands,5917029,Vancouver Island and Coast / Île de Vancouver et la côte,5910,,,,,,-123.3916111,48.89188889,,Appendix B of 1995 National Marine Policy Report
5900065,Musgrave Landing,British Columbia / Colombie-Britannique,59,Saltspring Island,5917027,Vancouver Island and Coast / Île de Vancouver et la côte,5910,,,Leisure,N/A,https://saltspringharbours.com/musgrave-landing/,-123.5487909,48.7494423,,Internal Transport Canada Research
5900066,Nanaimo ,British Columbia / Colombie-Britannique,59,Nanaimo,5921007,Vancouver Island and Coast / Île de Vancouver et la côte,5910,Nanaimo,938,,,,-123.8428889,49.13961111,,Appendix B of 1995 National Marine Policy Report
5900067,Nanoose Bay,British Columbia / Colombie-Britannique,59,Nanaimo E,5921030,Vancouver Island and Coast / Île de Vancouver et la côte,5910,,,,,,-124.1523712,49.26730415,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
5900068,New Brighton,British Columbia / Colombie-Britannique,59,Sunshine Coast F,5929028,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5920,,,,,,-123.4405556,49.45016667,,Appendix C of 1995 National Marine Policy Report
5900069,North Fraser ,British Columbia / Colombie-Britannique,59,Stikine Region,5957022,Nechako,5970,,,,,,-135.0443931,59.71488427,,Appendix B of 1995 National Marine Policy Report
5900070,Ocean Falls,British Columbia / Colombie-Britannique,59,Central Coast A,5945006,Vancouver Island and Coast / Île de Vancouver et la côte,5910,,,,,,-127.6933598,52.35254739,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
5900071,Owen Bay,British Columbia / Colombie-Britannique,59,Strathcona C,5924054,Vancouver Island and Coast / Île de Vancouver et la côte,5910,,,,,,-125.224,50.31886111,,Appendix C of 1995 National Marine Policy Report
5900072,Pender Harbour ,British Columbia / Colombie-Britannique,59,Sunshine Coast A,5929018,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5920,,,,,,-124.0271667,49.62330556,,Appendix B of 1995 National Marine Policy Report
5900073,Penticton,British Columbia / Colombie-Britannique,59,Penticton,5907041,Thompson--Okanagan,5930,Penticton,913,Leisure,N/A,https://pycmarina.com/marina/,-119.5854533,49.505288,,Internal Transport Canada Research
5900074,Piers Island ,British Columbia / Colombie-Britannique,59,Southern Gulf Islands,5917029,Vancouver Island and Coast / Île de Vancouver et la côte,5910,,,,,,-123.4119167,48.70047222,,Appendix B of 1995 National Marine Policy Report
5900075,Pitt River Quarry,British Columbia / Colombie-Britannique,59,Pitt Meadows,5915070,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5920,Vancouver,933,Commercial,"Aggregates, limestone, salt",https://lafargehomedelivery.com/pitt-river-quarry-notice/,-122.6601876,49.29068219,,Internal Transport Canada Research
5900076,Port Clements,British Columbia / Colombie-Britannique,59,Port Clements,5947030,North Coast / Côte-nord,5960,,,,,,-132.1824444,53.68986111,,Appendix B of 1995 National Marine Policy Report
5900077,Port Edward/Porpoise Harbour,British Columbia / Colombie-Britannique,59,Prince Rupert,5947012,North Coast / Côte-nord,5960,Prince Rupert,955,Commercial/Leisure,N/A,https://www.peharbourauthority.com/,-130.2987127,54.23385923,,Internal Transport Canada Research
5900078,Port Graves ,British Columbia / Colombie-Britannique,59,Sunshine Coast F,5929028,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5920,,,Leisure,N/A,https://www.scrd.ca/docks--ports-overview,-123.3548836,49.47442666,,Internal Transport Canada Research
5900079,Port Hardy,British Columbia / Colombie-Britannique,59,Port Hardy,5943023,Vancouver Island and Coast / Île de Vancouver et la côte,5910,,,Commercial/Leisure,N/A,https://shipnext.com/port/port-hardy-caphy-can,-127.488547,50.72240389,,Internal Transport Canada Research
5900080,Port Mcneill,British Columbia / Colombie-Britannique,59,Port McNeill,5943012,Vancouver Island and Coast / Île de Vancouver et la côte,5910,,,Commercial/Leisure,N/A,"http://www.northislandresource.ca/call-to-action-menu/find-a-company/companies/port-mcnaill-boat-harbour
https://northislandmarina.com/portmcneill/",-127.0887443,50.59040276,,Internal Transport Canada Research
5900081,Port Mellon,British Columbia / Colombie-Britannique,59,Sunshine Coast F,5929028,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5920,,,Commercial/Leisure,Pulp/paper,https://shipnext.com/port/port-mellon-capml-can,-123.4875427,49.52156824,,Internal Transport Canada Research
5900082,Port Neville,British Columbia / Colombie-Britannique,59,Strathcona C,5924054,Vancouver Island and Coast / Île de Vancouver et la côte,5910,,,,,,-126.0878889,50.49280556,,Appendix C of 1995 National Marine Policy Report
5900083,Port Renfrew ,British Columbia / Colombie-Britannique,59,Juan de Fuca (Part 2),5917056,Vancouver Island and Coast / Île de Vancouver et la côte,5910,,,,,,-124.4208131,48.55475472,,Appendix B of 1995 National Marine Policy Report
5900084,Port Simpson,British Columbia / Colombie-Britannique,59,Lax Kw'alaams 1,5947809,North Coast / Côte-nord,5960,,,Commercial,Fish,https://rccbc.ca/port-simpson/,-130.4332863,54.56101222,,Internal Transport Canada Research
5900085,Port Washington ,British Columbia / Colombie-Britannique,59,Southern Gulf Islands,5917029,Vancouver Island and Coast / Île de Vancouver et la côte,5910,,,,,,-123.3207778,48.81294444,,Appendix B of 1995 National Marine Policy Report
5900086,Powell River,British Columbia / Colombie-Britannique,59,Powell River,5927008,Vancouver Island and Coast / Île de Vancouver et la côte,5910,Powell River,945,Commercial,"Grain, coal, forest products, pulp/paper","https://shipnext.com/port/powell-river-capow-can
http://www.rolloassociates.com/port-marine",-124.5288923,49.83611638,,Internal Transport Canada Research
5900087,Quatsino,British Columbia / Colombie-Britannique,59,Mount Waddington C,5943031,Vancouver Island and Coast / Île de Vancouver et la côte,5910,,,,,,-127.6528611,50.53291667,,Appendix C of 1995 National Marine Policy Report
5900088,Queen Charlotte City ,British Columbia / Colombie-Britannique,59,Queen Charlotte,5947026,North Coast / Côte-nord,5960,,,,,,-132.0716944,53.25191667,,Appendix B of 1995 National Marine Policy Report
5900089,Refuge Cove,British Columbia / Colombie-Britannique,59,Strathcona C,5924054,Vancouver Island and Coast / Île de Vancouver et la côte,5910,,,,,,-124.8395,50.12397222,,Appendix C of 1995 National Marine Policy Report
5900090,Rivers Inlet,British Columbia / Colombie-Britannique,59,Central Coast A,5945006,Vancouver Island and Coast / Île de Vancouver et la côte,5910,,,,,,-127.2345,51.67894444,,Appendix C of 1995 National Marine Policy Report
5900091,Rushbrook,British Columbia / Colombie-Britannique,59,Prince Rupert,5947012,North Coast / Côte-nord,5960,Prince Rupert,955,Leisure,N/A,https://www.peharbourauthority.com/,-130.3060149,54.32401953,,Internal Transport Canada Research
5900092,Saanichton Bay ,British Columbia / Colombie-Britannique,59,Central Saanich,5917015,Vancouver Island and Coast / Île de Vancouver et la côte,5910,Victoria,935,,,,-123.3885556,48.59930556,,Appendix B of 1995 National Marine Policy Report
5900093,Sandspit,British Columbia / Colombie-Britannique,59,Skeena-Queen Charlotte E,5947032,North Coast / Côte-nord,5960,,,,,,-131.8620833,53.23805556,,Appendix C of 1995 National Marine Policy Report
5900094,Savary Island ,British Columbia / Colombie-Britannique,59,Powell River A,5927010,Vancouver Island and Coast / Île de Vancouver et la côte,5910,,,,,,-124.7796111,49.94558333,,Appendix B of 1995 National Marine Policy Report
5900095,Seymour Arm ,British Columbia / Colombie-Britannique,59,Columbia-Shuswap F,5939044,Thompson--Okanagan,5930,,,,,,-118.9461831,51.23698023,,Appendix B of 1995 National Marine Policy Report
5900096,Sicamous ,British Columbia / Colombie-Britannique,59,Sicamous,5939045,Thompson--Okanagan,5930,,,,,,-118.9931111,50.83880556,,Appendix B of 1995 National Marine Policy Report
5900097,Sidney ,British Columbia / Colombie-Britannique,59,Sidney,5917010,Vancouver Island and Coast / Île de Vancouver et la côte,5910,Victoria,935,,,,-123.3913333,48.64766667,,Appendix B of 1995 National Marine Policy Report
5900098,Snug Cove,British Columbia / Colombie-Britannique,59,Bowen Island,5915062,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5920,Vancouver,933,,,,-123.3309722,49.37872222,,Appendix B of 1995 National Marine Policy Report
5900099,Sointula,British Columbia / Colombie-Britannique,59,Mount Waddington A,5943037,Vancouver Island and Coast / Île de Vancouver et la côte,5910,,,,,,-127.0186111,50.62661111,,Appendix B of 1995 National Marine Policy Report
5900100,Southbank,British Columbia / Colombie-Britannique,59,Bulkley-Nechako E,5951031,Nechako,5970,,,,,,-125.7708298,54.02390223,,Appendix B of 1995 National Marine Policy Report
5900101,Squamish,British Columbia / Colombie-Britannique,59,Squamish,5931006,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5920,Squamish,934,Commercial,"Forestry products, steel",http://www.sqterminals.com/,-123.1543014,49.69487604,,Internal Transport Canada Research
5900102,Stewart,British Columbia / Colombie-Britannique,59,Stewart,5949032,North Coast / Côte-nord,5960,,,Commercial,"Breakbulk, project cargo, minerals, forest products","https://stewartworldport.com/
http://districtofstewart.com/business-resources/port-of-stewart/",-129.9927378,55.91994018,,Internal Transport Canada Research
5900103,Sturdies Bay ,British Columbia / Colombie-Britannique,59,Southern Gulf Islands,5917029,Vancouver Island and Coast / Île de Vancouver et la côte,5910,,,,,,-123.3153611,48.8765,,Appendix B of 1995 National Marine Policy Report
5900104,Sullivan Bay ,British Columbia / Colombie-Britannique,59,Mount Waddington A,5943037,Vancouver Island and Coast / Île de Vancouver et la côte,5910,,,,,,-126.8274444,50.88516667,,Appendix B of 1995 National Marine Policy Report
5900105,Surge Narrows,British Columbia / Colombie-Britannique,59,Strathcona C,5924054,Vancouver Island and Coast / Île de Vancouver et la côte,5910,,,,,,-125.1088889,50.23677778,,Appendix C of 1995 National Marine Policy Report
5900106,Swartz Bay ,British Columbia / Colombie-Britannique,59,North Saanich,5917005,Vancouver Island and Coast / Île de Vancouver et la côte,5910,Victoria,935,,,,-123.4098333,48.68908333,,Appendix B of 1995 National Marine Policy Report
5900107,Tahsis,British Columbia / Colombie-Britannique,59,Tahsis,5924030,Vancouver Island and Coast / Île de Vancouver et la côte,5910,,,Commercial/Leisure,Timber products,"https://villageoftahsis.com/
https://shipnext.com/port/tahsis-capta-can",-126.6527941,49.92192519,,Internal Transport Canada Research
5900108,Takla Landing ,British Columbia / Colombie-Britannique,59,North Tacla Lake,5951848,Nechako,5970,,,,,,-125.9574167,55.47475,,Appendix B of 1995 National Marine Policy Report
5900109,Thetis Island,British Columbia / Colombie-Britannique,59,Cowichan Valley G,5919015,Vancouver Island and Coast / Île de Vancouver et la côte,5910,,,,,,-123.679,48.98041667,,Appendix B of 1995 National Marine Policy Report
5900110,Thulin Passage,British Columbia / Colombie-Britannique,59,Powell River A,5927010,Vancouver Island and Coast / Île de Vancouver et la côte,5910,,,,,,-124.8138611,50.02425,,Appendix B of 1995 National Marine Policy Report
